CMDLINE /root/multicens/env/bin/python app.py
MEM 0.828125 1687328432.8815
MEM 18.734375 1687328432.9819
MEM 31.113281 1687328433.0823
MEM 43.273438 1687328433.1828
MEM 52.492188 1687328433.2833
MEM 61.960938 1687328433.3838
MEM 66.570312 1687328433.4843
MEM 70.175781 1687328433.5847
MEM 79.832031 1687328433.6852
MEM 93.234375 1687328433.7856
MEM 97.523438 1687328433.8859
MEM 105.277344 1687328433.9861
MEM 113.054688 1687328434.0864
MEM 116.960938 1687328434.1866
MEM 127.136719 1687328434.2869
MEM 134.218750 1687328434.3872
MEM 142.308594 1687328434.4875
MEM 149.410156 1687328434.5881
MEM 149.410156 1687328434.6891
MEM 149.410156 1687328434.7901
MEM 149.410156 1687328434.8912
MEM 149.410156 1687328434.9914
MEM 149.410156 1687328435.0917
MEM 149.410156 1687328435.1920
MEM 149.410156 1687328435.2923
MEM 149.410156 1687328435.3926
MEM 149.410156 1687328435.4928
MEM 149.410156 1687328435.5931
MEM 149.410156 1687328435.6934
MEM 149.410156 1687328435.7937
MEM 149.410156 1687328435.8940
MEM 149.410156 1687328435.9944
MEM 149.410156 1687328436.0948
MEM 149.410156 1687328436.1951
MEM 149.410156 1687328436.2956
MEM 149.410156 1687328436.3960
MEM 149.410156 1687328436.4965
MEM 149.410156 1687328436.5969
MEM 149.410156 1687328436.6973
MEM 149.410156 1687328436.7977
MEM 149.410156 1687328436.8981
MEM 149.410156 1687328436.9986
MEM 149.410156 1687328437.0990
MEM 149.410156 1687328437.1994
MEM 149.410156 1687328437.2998
MEM 149.410156 1687328437.4003
MEM 149.410156 1687328437.5007
MEM 149.410156 1687328437.6011
MEM 149.410156 1687328437.7015
MEM 149.410156 1687328437.8019
MEM 149.410156 1687328437.9023
MEM 149.410156 1687328438.0028
MEM 149.410156 1687328438.1031
MEM 149.410156 1687328438.2034
MEM 149.410156 1687328438.3037
MEM 149.410156 1687328438.4042
MEM 149.410156 1687328438.5046
MEM 149.410156 1687328438.6050
MEM 149.410156 1687328438.7054
MEM 149.410156 1687328438.8058
MEM 149.410156 1687328438.9062
MEM 149.410156 1687328439.0066
MEM 149.410156 1687328439.1070
MEM 149.410156 1687328439.2074
MEM 149.410156 1687328439.3077
MEM 149.410156 1687328439.4081
MEM 149.410156 1687328439.5084
MEM 149.410156 1687328439.6087
MEM 149.410156 1687328439.7092
MEM 149.410156 1687328439.8095
MEM 149.410156 1687328439.9099
MEM 149.410156 1687328440.0103
MEM 149.410156 1687328440.1107
MEM 149.410156 1687328440.2111
MEM 149.410156 1687328440.3114
MEM 149.410156 1687328440.4118
MEM 149.410156 1687328440.5121
MEM 149.410156 1687328440.6125
MEM 149.410156 1687328440.7128
MEM 149.410156 1687328440.8132
MEM 149.410156 1687328440.9135
MEM 149.410156 1687328441.0140
MEM 149.410156 1687328441.1144
MEM 149.410156 1687328441.2147
MEM 149.410156 1687328441.3150
MEM 149.410156 1687328441.4154
MEM 149.410156 1687328441.5158
MEM 149.410156 1687328441.6161
MEM 149.410156 1687328441.7164
MEM 149.410156 1687328441.8167
MEM 149.410156 1687328441.9171
MEM 149.410156 1687328442.0174
MEM 149.410156 1687328442.1176
MEM 149.410156 1687328442.2179
