CMDLINE /root/multicens/env/bin/python app.py
MEM 0.585938 1687350441.1136
MEM 17.089844 1687350441.2140
MEM 27.269531 1687350441.3143
MEM 35.468750 1687350441.4147
MEM 45.714844 1687350441.5150
MEM 53.324219 1687350441.6153
MEM 59.910156 1687350441.7156
MEM 64.281250 1687350441.8159
MEM 68.375000 1687350441.9163
MEM 71.464844 1687350442.0166
MEM 75.890625 1687350442.1169
MEM 84.796875 1687350442.2171
MEM 92.335938 1687350442.3174
MEM 96.332031 1687350442.4178
MEM 101.359375 1687350442.5181
MEM 107.210938 1687350442.6185
MEM 113.308594 1687350442.7188
MEM 115.886719 1687350442.8192
MEM 122.660156 1687350442.9196
MEM 131.371094 1687350443.0199
MEM 136.343750 1687350443.1203
MEM 142.542969 1687350443.2206
MEM 149.039062 1687350443.3209
MEM 149.289062 1687350443.4213
MEM 148.792969 1687350443.5217
