CMDLINE /root/multicens/env/bin/python app.py
MEM 0.523438 1687323308.3064
MEM 19.832031 1687323308.4068
MEM 29.179688 1687323308.5071
MEM 43.085938 1687323308.6075
MEM 53.062500 1687323308.7078
MEM 61.957031 1687323308.8082
MEM 67.082031 1687323308.9086
MEM 70.429688 1687323309.0089
MEM 81.265625 1687323309.1091
MEM 93.738281 1687323309.2094
MEM 99.367188 1687323309.3099
MEM 110.042969 1687323309.4102
MEM 115.628906 1687323309.5106
MEM 127.925781 1687323309.6110
MEM 136.335938 1687323309.7112
MEM 148.078125 1687323309.8115
MEM 149.371094 1687323309.9119
MEM 149.371094 1687323310.0122
MEM 149.371094 1687323310.1125
MEM 149.371094 1687323310.2127
MEM 149.371094 1687323310.3131
MEM 149.371094 1687323310.4134
MEM 149.371094 1687323310.5138
MEM 149.371094 1687323310.6141
MEM 149.371094 1687323310.7145
MEM 149.371094 1687323310.8148
MEM 149.371094 1687323310.9151
MEM 149.371094 1687323311.0155
MEM 149.371094 1687323311.1157
MEM 149.371094 1687323311.2160
MEM 149.371094 1687323311.3164
MEM 149.371094 1687323311.4169
MEM 149.371094 1687323311.5174
MEM 149.371094 1687323311.6178
MEM 149.371094 1687323311.7183
MEM 149.371094 1687323311.8186
MEM 149.371094 1687323311.9191
MEM 149.371094 1687323312.0194
MEM 149.371094 1687323312.1198
MEM 149.371094 1687323312.2202
MEM 149.371094 1687323312.3206
MEM 149.371094 1687323312.4212
MEM 149.371094 1687323312.5217
MEM 149.371094 1687323312.6223
MEM 149.371094 1687323312.7228
MEM 149.371094 1687323312.8234
MEM 149.371094 1687323312.9239
MEM 149.371094 1687323313.0244
MEM 149.371094 1687323313.1249
MEM 149.371094 1687323313.2255
MEM 149.371094 1687323313.3260
MEM 149.371094 1687323313.4267
MEM 149.371094 1687323313.5272
MEM 149.371094 1687323313.6277
MEM 149.371094 1687323313.7283
MEM 149.371094 1687323313.8288
MEM 149.371094 1687323313.9292
MEM 149.371094 1687323314.0296
MEM 149.371094 1687323314.1300
MEM 149.371094 1687323314.2303
MEM 149.371094 1687323314.3308
MEM 149.371094 1687323314.4313
MEM 149.371094 1687323314.5318
MEM 149.371094 1687323314.6323
MEM 149.371094 1687323314.7328
MEM 149.371094 1687323314.8333
MEM 149.371094 1687323314.9339
MEM 149.371094 1687323315.0343
MEM 149.371094 1687323315.1348
MEM 149.371094 1687323315.2353
MEM 149.371094 1687323315.3359
MEM 149.371094 1687323315.4363
MEM 149.371094 1687323315.5368
MEM 149.371094 1687323315.6372
MEM 149.371094 1687323315.7377
MEM 149.371094 1687323315.8381
MEM 149.371094 1687323315.9384
MEM 149.371094 1687323316.0387
MEM 149.371094 1687323316.1391
MEM 149.371094 1687323316.2396
MEM 149.371094 1687323316.3401
MEM 149.371094 1687323316.4404
MEM 149.371094 1687323316.5408
MEM 149.371094 1687323316.6412
MEM 149.371094 1687323316.7415
MEM 149.371094 1687323316.8419
MEM 149.371094 1687323316.9423
MEM 149.371094 1687323317.0427
MEM 149.371094 1687323317.1431
MEM 149.371094 1687323317.2434
MEM 149.371094 1687323317.3439
MEM 149.371094 1687323317.4441
MEM 149.371094 1687323317.5445
MEM 149.371094 1687323317.6449
MEM 149.371094 1687323317.7453
MEM 149.371094 1687323317.8457
MEM 149.371094 1687323317.9459
MEM 149.371094 1687323318.0463
MEM 149.371094 1687323318.1466
MEM 149.371094 1687323318.2470
MEM 149.371094 1687323318.3474
MEM 149.371094 1687323318.4478
MEM 149.371094 1687323318.5483
MEM 149.371094 1687323318.6487
MEM 149.371094 1687323318.7491
MEM 149.371094 1687323318.8494
MEM 149.371094 1687323318.9498
MEM 149.371094 1687323319.0502
MEM 149.371094 1687323319.1506
MEM 149.371094 1687323319.2510
MEM 149.371094 1687323319.3514
MEM 149.371094 1687323319.4519
MEM 149.371094 1687323319.5523
MEM 149.371094 1687323319.6527
MEM 149.371094 1687323319.7532
MEM 149.371094 1687323319.8535
