CMDLINE /root/multicens/env/bin/python app.py
MEM 0.828125 1687345204.8755
MEM 16.878906 1687345204.9759
MEM 25.035156 1687345205.0762
MEM 32.828125 1687345205.1765
MEM 42.054688 1687345205.2769
MEM 49.007812 1687345205.3772
MEM 55.191406 1687345205.4775
MEM 61.960938 1687345205.5779
MEM 65.792969 1687345205.6782
MEM 69.656250 1687345205.7786
MEM 73.929688 1687345205.8790
MEM 80.074219 1687345205.9794
MEM 86.488281 1687345206.0798
MEM 92.910156 1687345206.1801
MEM 96.335938 1687345206.2804
MEM 101.355469 1687345206.3808
MEM 106.437500 1687345206.4812
MEM 113.054688 1687345206.5815
MEM 115.632812 1687345206.6818
MEM 121.640625 1687345206.7822
MEM 129.210938 1687345206.8825
MEM 134.714844 1687345206.9828
MEM 139.023438 1687345207.0832
MEM 145.511719 1687345207.1835
MEM 149.382812 1687345207.2838
MEM 149.382812 1687345207.3842
MEM 149.382812 1687345207.4845
MEM 149.382812 1687345207.5849
MEM 149.382812 1687345207.6852
MEM 149.382812 1687345207.7855
MEM 149.382812 1687345207.8858
MEM 149.382812 1687345207.9862
MEM 149.382812 1687345208.0865
MEM 149.382812 1687345208.1869
MEM 149.382812 1687345208.2872
MEM 149.382812 1687345208.3875
MEM 149.382812 1687345208.4878
MEM 149.382812 1687345208.5891
MEM 149.382812 1687345208.6895
MEM 149.382812 1687345208.7898
MEM 149.382812 1687345208.8903
MEM 149.382812 1687345208.9908
MEM 149.382812 1687345209.0914
MEM 149.382812 1687345209.1918
MEM 149.382812 1687345209.2922
MEM 149.382812 1687345209.3926
MEM 149.382812 1687345209.4930
MEM 149.382812 1687345209.5933
MEM 149.382812 1687345209.6937
MEM 149.382812 1687345209.7940
MEM 149.382812 1687345209.8944
MEM 149.382812 1687345209.9948
MEM 149.382812 1687345210.0952
MEM 149.382812 1687345210.1955
MEM 149.382812 1687345210.2959
MEM 149.382812 1687345210.3963
MEM 149.382812 1687345210.4966
