CMDLINE /root/multicens/env/bin/python app.py
MEM 0.527344 1687323759.9454
MEM 19.835938 1687323760.0459
MEM 36.144531 1687323760.1461
MEM 48.484375 1687323760.2465
MEM 60.421875 1687323760.3468
MEM 65.050781 1687323760.4472
MEM 69.394531 1687323760.5475
MEM 72.390625 1687323760.6479
MEM 86.707031 1687323760.7482
MEM 94.769531 1687323760.8485
MEM 104.238281 1687323760.9488
MEM 114.597656 1687323761.0492
MEM 120.710938 1687323761.1495
MEM 133.066406 1687323761.2499
MEM 143.750000 1687323761.3502
MEM 149.378906 1687323761.4512
MEM 149.378906 1687323761.5515
MEM 149.378906 1687323761.6518
MEM 149.378906 1687323761.7521
MEM 149.378906 1687323761.8525
MEM 149.378906 1687323761.9528
MEM 149.378906 1687323762.0533
MEM 149.378906 1687323762.1536
MEM 149.378906 1687323762.2540
MEM 149.378906 1687323762.3543
MEM 149.378906 1687323762.4546
MEM 149.378906 1687323762.5548
MEM 149.378906 1687323762.6551
MEM 149.378906 1687323762.7554
MEM 149.378906 1687323762.8557
MEM 149.378906 1687323762.9561
MEM 149.378906 1687323763.0564
MEM 149.378906 1687323763.1568
MEM 149.378906 1687323763.2573
MEM 149.378906 1687323763.3579
MEM 149.378906 1687323763.4584
MEM 149.378906 1687323763.5589
MEM 149.378906 1687323763.6594
MEM 149.378906 1687323763.7599
MEM 149.378906 1687323763.8604
MEM 149.378906 1687323763.9609
MEM 149.378906 1687323764.0614
MEM 149.378906 1687323764.1619
MEM 149.378906 1687323764.2623
MEM 149.378906 1687323764.3629
MEM 149.378906 1687323764.4633
MEM 149.378906 1687323764.5639
MEM 149.378906 1687323764.6644
MEM 149.378906 1687323764.7649
MEM 149.378906 1687323764.8653
MEM 149.378906 1687323764.9659
MEM 149.378906 1687323765.0666
MEM 149.378906 1687323765.1671
MEM 149.378906 1687323765.2675
MEM 149.378906 1687323765.3678
MEM 149.378906 1687323765.4682
MEM 149.378906 1687323765.5686
MEM 149.378906 1687323765.6688
MEM 149.378906 1687323765.7691
MEM 149.378906 1687323765.8694
MEM 149.378906 1687323765.9697
MEM 149.378906 1687323766.0700
MEM 149.378906 1687323766.1702
MEM 149.378906 1687323766.2705
MEM 149.378906 1687323766.3708
MEM 149.378906 1687323766.4711
MEM 149.378906 1687323766.5713
MEM 149.378906 1687323766.6715
MEM 149.378906 1687323766.7719
MEM 149.378906 1687323766.8721
MEM 149.378906 1687323766.9724
MEM 149.378906 1687323767.0728
MEM 149.378906 1687323767.1733
MEM 149.378906 1687323767.2738
MEM 149.378906 1687323767.3743
MEM 149.378906 1687323767.4748
MEM 149.378906 1687323767.5753
MEM 149.378906 1687323767.6758
MEM 149.378906 1687323767.7763
MEM 149.378906 1687323767.8768
MEM 149.378906 1687323767.9773
MEM 149.378906 1687323768.0778
MEM 149.378906 1687323768.1783
MEM 149.378906 1687323768.2788
MEM 149.378906 1687323768.3793
MEM 149.378906 1687323768.4799
MEM 149.378906 1687323768.5804
MEM 149.378906 1687323768.6809
MEM 149.378906 1687323768.7812
MEM 149.378906 1687323768.8815
MEM 149.378906 1687323768.9819
MEM 149.378906 1687323769.0822
MEM 149.378906 1687323769.1826
MEM 149.378906 1687323769.2830
MEM 149.378906 1687323769.3833
MEM 149.378906 1687323769.4837
MEM 149.378906 1687323769.5840
MEM 149.378906 1687323769.6843
MEM 149.378906 1687323769.7846
MEM 149.378906 1687323769.8849
MEM 149.378906 1687323769.9851
MEM 149.378906 1687323770.0854
MEM 149.378906 1687323770.1857
MEM 149.378906 1687323770.2861
MEM 149.378906 1687323770.3864
MEM 149.378906 1687323770.4867
MEM 149.378906 1687323770.5870
MEM 149.378906 1687323770.6873
MEM 149.378906 1687323770.7876
MEM 149.378906 1687323770.8880
MEM 149.378906 1687323770.9883
MEM 149.378906 1687323771.0887
MEM 149.378906 1687323771.1891
MEM 149.378906 1687323771.2894
MEM 149.378906 1687323771.3898
MEM 149.378906 1687323771.4901
MEM 149.378906 1687323771.5905
MEM 149.378906 1687323771.6908
MEM 149.378906 1687323771.7914
MEM 149.378906 1687323771.8919
MEM 149.378906 1687323771.9923
MEM 149.378906 1687323772.0928
MEM 149.378906 1687323772.1933
MEM 149.378906 1687323772.2938
MEM 149.378906 1687323772.3943
MEM 149.378906 1687323772.4949
MEM 149.378906 1687323772.5954
MEM 149.378906 1687323772.6959
MEM 149.378906 1687323772.7963
MEM 149.378906 1687323772.8969
MEM 149.378906 1687323772.9973
MEM 149.378906 1687323773.0978
MEM 149.378906 1687323773.1983
MEM 149.378906 1687323773.2988
MEM 149.378906 1687323773.3993
MEM 149.378906 1687323773.4999
MEM 149.378906 1687323773.6003
MEM 149.378906 1687323773.7008
MEM 149.378906 1687323773.8013
MEM 149.378906 1687323773.9039
MEM 149.378906 1687323774.0044
MEM 149.378906 1687323774.1049
MEM 149.378906 1687323774.2054
MEM 149.378906 1687323774.3059
MEM 149.378906 1687323774.4063
MEM 149.378906 1687323774.5069
MEM 149.378906 1687323774.6074
MEM 149.378906 1687323774.7079
MEM 149.378906 1687323774.8083
MEM 149.378906 1687323774.9088
MEM 149.378906 1687323775.0093
MEM 149.378906 1687323775.1099
MEM 149.378906 1687323775.2103
MEM 149.378906 1687323775.3109
MEM 149.378906 1687323775.4113
MEM 149.378906 1687323775.5118
MEM 149.378906 1687323775.6122
MEM 149.378906 1687323775.7125
MEM 149.378906 1687323775.8128
MEM 149.378906 1687323775.9133
MEM 149.378906 1687323776.0138
MEM 149.378906 1687323776.1143
MEM 149.378906 1687323776.2148
MEM 149.378906 1687323776.3153
MEM 149.378906 1687323776.4159
MEM 149.378906 1687323776.5163
MEM 149.378906 1687323776.6169
MEM 149.378906 1687323776.7174
MEM 149.378906 1687323776.8179
MEM 149.378906 1687323776.9183
MEM 149.378906 1687323777.0187
MEM 149.378906 1687323777.1191
MEM 149.378906 1687323777.2195
MEM 149.378906 1687323777.3200
MEM 149.378906 1687323777.4205
MEM 149.378906 1687323777.5211
MEM 149.378906 1687323777.6216
MEM 149.378906 1687323777.7221
MEM 149.378906 1687323777.8226
MEM 149.378906 1687323777.9231
MEM 149.378906 1687323778.0235
MEM 149.378906 1687323778.1239
MEM 149.378906 1687323778.2242
MEM 149.378906 1687323778.3245
MEM 149.378906 1687323778.4249
MEM 149.378906 1687323778.5253
MEM 149.378906 1687323778.6257
MEM 149.378906 1687323778.7261
MEM 149.378906 1687323778.8264
MEM 149.378906 1687323778.9268
MEM 149.378906 1687323779.0272
MEM 149.378906 1687323779.1275
MEM 149.378906 1687323779.2278
MEM 149.378906 1687323779.3281
MEM 149.378906 1687323779.4285
MEM 149.378906 1687323779.5289
MEM 149.378906 1687323779.6292
MEM 149.378906 1687323779.7296
MEM 149.378906 1687323779.8299
MEM 149.378906 1687323779.9302
MEM 149.378906 1687323780.0306
MEM 149.378906 1687323780.1310
MEM 149.378906 1687323780.2314
MEM 149.378906 1687323780.3318
