CMDLINE /root/multicens/env/bin/python app.py
MEM 0.277344 1687332725.0377
MEM 17.152344 1687332725.1380
MEM 28.042969 1687332725.2383
MEM 37.765625 1687332725.3387
MEM 47.429688 1687332725.4390
MEM 55.695312 1687332725.5394
MEM 62.992188 1687332725.6398
MEM 66.824219 1687332725.7402
MEM 70.171875 1687332725.8406
MEM 75.894531 1687332725.9409
MEM 86.710938 1687332726.0411
MEM 93.738281 1687332726.1414
MEM 98.445312 1687332726.2422
MEM 107.722656 1687332726.3431
MEM 115.628906 1687332726.4442
MEM 122.917969 1687332726.5445
MEM 133.328125 1687332726.6449
MEM 139.734375 1687332726.7453
MEM 149.031250 1687332726.8456
MEM 149.382812 1687332726.9460
MEM 149.382812 1687332727.0463
MEM 149.382812 1687332727.1466
MEM 149.382812 1687332727.2468
MEM 149.382812 1687332727.3472
MEM 149.382812 1687332727.4476
MEM 149.382812 1687332727.5479
MEM 149.382812 1687332727.6482
MEM 149.382812 1687332727.7486
MEM 149.382812 1687332727.8489
MEM 149.382812 1687332727.9492
MEM 149.382812 1687332728.0495
MEM 149.382812 1687332728.1497
MEM 149.382812 1687332728.2501
MEM 149.382812 1687332728.3505
MEM 149.382812 1687332728.4509
MEM 149.382812 1687332728.5513
MEM 149.382812 1687332728.6517
MEM 149.382812 1687332728.7521
MEM 149.382812 1687332728.8526
MEM 149.382812 1687332728.9530
MEM 149.382812 1687332729.0534
MEM 149.382812 1687332729.1538
MEM 149.382812 1687332729.2542
MEM 149.382812 1687332729.3546
MEM 149.382812 1687332729.4550
MEM 149.382812 1687332729.5554
MEM 149.382812 1687332729.6558
MEM 149.382812 1687332729.7561
MEM 149.382812 1687332729.8566
MEM 149.382812 1687332729.9570
MEM 149.382812 1687332730.0574
MEM 149.382812 1687332730.1578
MEM 149.382812 1687332730.2582
MEM 149.382812 1687332730.3586
MEM 149.382812 1687332730.4590
MEM 149.382812 1687332730.5594
MEM 149.382812 1687332730.6598
MEM 149.382812 1687332730.7602
MEM 149.382812 1687332730.8606
MEM 149.382812 1687332730.9610
MEM 149.382812 1687332731.0614
MEM 149.382812 1687332731.1618
MEM 149.382812 1687332731.2622
MEM 149.382812 1687332731.3625
MEM 149.382812 1687332731.4629
MEM 149.382812 1687332731.5633
MEM 149.382812 1687332731.6637
MEM 149.382812 1687332731.7641
MEM 149.382812 1687332731.8644
MEM 149.382812 1687332731.9648
MEM 149.382812 1687332732.0652
MEM 149.382812 1687332732.1656
MEM 149.382812 1687332732.2659
MEM 149.382812 1687332732.3663
MEM 149.382812 1687332732.4666
MEM 149.382812 1687332732.5670
MEM 149.382812 1687332732.6675
MEM 149.382812 1687332732.7679
MEM 149.382812 1687332732.8682
MEM 149.382812 1687332732.9685
MEM 149.382812 1687332733.0691
MEM 149.382812 1687332733.1694
MEM 149.382812 1687332733.2697
MEM 149.382812 1687332733.3700
MEM 149.382812 1687332733.4702
MEM 149.382812 1687332733.5704
MEM 149.382812 1687332733.6706
MEM 149.382812 1687332733.7708
MEM 149.382812 1687332733.8711
MEM 149.382812 1687332733.9713
MEM 149.382812 1687332734.0715
MEM 149.382812 1687332734.1718
MEM 149.382812 1687332734.2721
MEM 149.382812 1687332734.3725
MEM 149.382812 1687332734.4728
MEM 149.382812 1687332734.5730
MEM 149.382812 1687332734.6734
MEM 149.382812 1687332734.7737
MEM 149.382812 1687332734.8741
MEM 149.382812 1687332734.9744
MEM 149.382812 1687332735.0747
MEM 149.382812 1687332735.1751
MEM 149.382812 1687332735.2755
MEM 149.382812 1687332735.3757
MEM 149.382812 1687332735.4760
MEM 149.382812 1687332735.5762
MEM 149.382812 1687332735.6764
MEM 149.382812 1687332735.7767
MEM 149.382812 1687332735.8770
MEM 149.382812 1687332735.9774
MEM 149.382812 1687332736.0776
MEM 149.382812 1687332736.1779
MEM 149.382812 1687332736.2783
MEM 149.382812 1687332736.3786
MEM 149.382812 1687332736.4790
MEM 149.382812 1687332736.5794
MEM 149.382812 1687332736.6798
MEM 149.382812 1687332736.7801
MEM 149.382812 1687332736.8805
MEM 149.382812 1687332736.9809
MEM 149.382812 1687332737.0813
MEM 149.382812 1687332737.1816
