CMDLINE /root/multicens/env/bin/python app.py
MEM 0.582031 1687434013.5555
MEM 20.078125 1687434013.6560
MEM 32.890625 1687434013.7564
MEM 46.226562 1687434013.8568
MEM 56.468750 1687434013.9572
MEM 63.761719 1687434014.0576
MEM 68.367188 1687434014.1582
MEM 73.019531 1687434014.2585
MEM 85.058594 1687434014.3589
MEM 94.000000 1687434014.4592
MEM 101.105469 1687434014.5595
MEM 111.078125 1687434014.6599
MEM 116.941406 1687434014.7602
MEM 130.238281 1687434014.8606
MEM 138.535156 1687434014.9609
MEM 149.386719 1687434015.0622
MEM 149.386719 1687434015.1625
MEM 149.386719 1687434015.2628
MEM 149.386719 1687434015.3632
MEM 149.386719 1687434015.4635
MEM 149.386719 1687434015.5638
MEM 149.386719 1687434015.6641
MEM 149.386719 1687434015.7644
MEM 149.386719 1687434015.8647
MEM 149.386719 1687434015.9651
MEM 149.386719 1687434016.0654
MEM 149.386719 1687434016.1658
MEM 149.386719 1687434016.2661
MEM 149.386719 1687434016.3664
MEM 149.386719 1687434016.4667
MEM 149.386719 1687434016.5670
MEM 149.386719 1687434016.6674
MEM 149.386719 1687434016.7676
MEM 149.386719 1687434016.8680
MEM 149.386719 1687434016.9682
MEM 149.386719 1687434017.0686
MEM 149.386719 1687434017.1690
MEM 149.386719 1687434017.2694
MEM 149.386719 1687434017.3698
MEM 149.386719 1687434017.4702
MEM 149.386719 1687434017.5705
MEM 149.386719 1687434017.6709
MEM 149.386719 1687434017.7711
MEM 149.386719 1687434017.8714
MEM 149.386719 1687434017.9717
MEM 149.386719 1687434018.0721
MEM 149.386719 1687434018.1723
MEM 149.386719 1687434018.2726
MEM 149.386719 1687434018.3731
MEM 149.386719 1687434018.4734
MEM 149.386719 1687434018.5738
MEM 149.386719 1687434018.6742
MEM 149.386719 1687434018.7745
MEM 149.386719 1687434018.8749
MEM 149.386719 1687434018.9752
MEM 149.386719 1687434019.0755
MEM 149.386719 1687434019.1759
MEM 149.386719 1687434019.2762
MEM 149.386719 1687434019.3765
MEM 149.386719 1687434019.4768
MEM 149.386719 1687434019.5771
MEM 149.386719 1687434019.6774
MEM 149.386719 1687434019.7777
MEM 149.386719 1687434019.8779
MEM 149.386719 1687434019.9782
MEM 149.386719 1687434020.0785
MEM 149.386719 1687434020.1789
MEM 149.386719 1687434020.2792
MEM 149.386719 1687434020.3795
MEM 149.386719 1687434020.4797
MEM 149.386719 1687434020.5801
MEM 149.386719 1687434020.6804
MEM 149.386719 1687434020.7807
MEM 149.386719 1687434020.8811
MEM 149.386719 1687434020.9815
MEM 149.386719 1687434021.0818
MEM 149.386719 1687434021.1822
MEM 149.386719 1687434021.2826
MEM 149.386719 1687434021.3828
MEM 149.386719 1687434021.4831
MEM 149.386719 1687434021.5834
MEM 149.386719 1687434021.6837
MEM 149.386719 1687434021.7841
MEM 149.386719 1687434021.8844
