CMDLINE /root/multicens/env/bin/python app.py
MEM 0.585938 1687350708.1585
MEM 20.128906 1687350708.2588
MEM 38.066406 1687350708.3591
MEM 50.929688 1687350708.4594
MEM 61.949219 1687350708.5598
MEM 67.070312 1687350708.6601
MEM 70.933594 1687350708.7604
MEM 86.472656 1687350708.8608
MEM 94.757812 1687350708.9612
MEM 104.234375 1687350709.0616
MEM 113.562500 1687350709.1620
MEM 116.937500 1687350709.2624
MEM 129.976562 1687350709.3627
MEM 138.265625 1687350709.4631
MEM 149.371094 1687350709.5640
MEM 149.371094 1687350709.6643
MEM 149.371094 1687350709.7647
MEM 149.371094 1687350709.8651
MEM 149.371094 1687350709.9654
MEM 149.371094 1687350710.0657
MEM 149.371094 1687350710.1660
MEM 149.371094 1687350710.2663
MEM 149.371094 1687350710.3667
MEM 149.371094 1687350710.4669
MEM 149.371094 1687350710.5673
MEM 149.371094 1687350710.6676
MEM 149.371094 1687350710.7680
MEM 149.371094 1687350710.8683
MEM 149.371094 1687350710.9687
MEM 149.371094 1687350711.0691
MEM 149.371094 1687350711.1695
MEM 149.371094 1687350711.2699
MEM 149.371094 1687350711.3703
MEM 149.371094 1687350711.4706
MEM 149.371094 1687350711.5709
MEM 149.371094 1687350711.6712
MEM 149.371094 1687350711.7716
MEM 149.371094 1687350711.8719
MEM 149.371094 1687350711.9722
MEM 149.371094 1687350712.0726
MEM 149.371094 1687350712.1730
MEM 149.371094 1687350712.2734
MEM 149.371094 1687350712.3738
MEM 149.371094 1687350712.4742
MEM 149.371094 1687350712.5746
MEM 149.371094 1687350712.6749
MEM 149.371094 1687350712.7753
MEM 149.371094 1687350712.8757
MEM 149.371094 1687350712.9760
MEM 149.371094 1687350713.0764
MEM 149.371094 1687350713.1767
MEM 149.371094 1687350713.2770
MEM 149.371094 1687350713.3773
MEM 149.371094 1687350713.4777
MEM 149.371094 1687350713.5780
MEM 149.371094 1687350713.6784
MEM 149.371094 1687350713.7787
MEM 149.371094 1687350713.8791
MEM 149.371094 1687350713.9794
MEM 149.371094 1687350714.0797
MEM 149.371094 1687350714.1801
MEM 149.371094 1687350714.2804
MEM 149.371094 1687350714.3808
MEM 149.371094 1687350714.4811
MEM 149.371094 1687350714.5814
MEM 149.371094 1687350714.6818
MEM 149.371094 1687350714.7822
MEM 149.371094 1687350714.8825
MEM 149.371094 1687350714.9828
MEM 149.371094 1687350715.0832
MEM 149.371094 1687350715.1836
MEM 149.371094 1687350715.2841
MEM 149.371094 1687350715.3845
MEM 149.371094 1687350715.4848
MEM 149.371094 1687350715.5852
MEM 149.371094 1687350715.6855
MEM 149.371094 1687350715.7859
MEM 149.371094 1687350715.8863
MEM 149.371094 1687350715.9866
MEM 149.371094 1687350716.0870
MEM 149.371094 1687350716.1874
MEM 149.371094 1687350716.2879
MEM 149.371094 1687350716.3883
MEM 149.371094 1687350716.4887
MEM 149.371094 1687350716.5890
