CMDLINE /root/multicens/env/bin/python app.py
MEM 0.527344 1687350662.1354
MEM 19.867188 1687350662.2360
MEM 31.015625 1687350662.3364
MEM 43.773438 1687350662.4367
MEM 55.687500 1687350662.5370
MEM 63.753906 1687350662.6374
MEM 68.101562 1687350662.7377
MEM 72.628906 1687350662.8380
MEM 84.785156 1687350662.9383
MEM 93.730469 1687350663.0386
MEM 99.363281 1687350663.1389
MEM 110.035156 1687350663.2392
MEM 115.625000 1687350663.3395
MEM 128.691406 1687350663.4398
MEM 136.843750 1687350663.5402
MEM 148.847656 1687350663.6405
MEM 149.277344 1687350663.7408
